measurements_parameter,city,location,measurements_value,measurements_lastupdated
PM2.5,,"Sanathnagar, Hyderabad - TSPCB",152.0,2022-10-31 02:00:00+00:00
CO,,"Ward-32 Bapupara, Siliguri - WBPCB",300.0,2022-10-31 01:45:00+00:00
PM10,,"Central School, Lucknow - CPCB",158.4,2022-10-31 01:45:00+00:00
PM2.5,,"Vasundhara, Ghaziabad - UPPCB",166.0,2022-10-31 02:00:00+00:00
CO,,"Bhopal Chauraha, Dewas - MPPCB",810.0,2022-10-31 02:00:00+00:00
CO,,"Rabindra Bharati University, Kolkata - WBPCB",19000.0,2022-03-24 23:30:00+00:00
NO2,,"Shasthri Nagar, Ratlam - IPCA Lab",33.24,2022-10-31 02:00:00+00:00
NO2,,"Arya Nagar, Bahadurgarh - HSPCB",19.85,2022-10-31 01:30:00+00:00
PM2.5,,"Hardev Nagar, Bathinda - PPCB",47.82,2022-10-31 01:45:00+00:00
NO2,,"Kalal Majra, Khanna - PPCB",23.37,2022-10-31 01:00:00+00:00
PM2.5,,"Jawaharlal Nehru Stadium, Delhi - DPCC",235.0,2022-10-31 00:45:00+00:00
CO,,"Worli, Mumbai - MPCB",1400.0,2022-10-31 02:00:00+00:00
NO2,,"Worli, Mumbai - MPCB",0.08,2022-10-31 02:00:00+00:00
O3,,"Patparganj, Delhi - DPCC",1.4,2022-10-31 00:45:00+00:00
O3,,"New Collectorate, Baghpat - UPPCB",6.6,2022-01-31 04:45:00+00:00
PM2.5,,"Hombegowda Nagar, Bengaluru - KSPCB",20.0,2022-10-16 16:00:00+00:00
PM2.5,,"Yamunapuram, Bulandshahr - UPPCB",160.0,2022-10-31 01:00:00+00:00
PM10,,"Gomti Nagar, Lucknow - UPPCB",123.0,2022-10-16 16:00:00+00:00
CO,,"Sector-7, Kurukshetra - HSPCB",1.39,2022-10-31 01:45:00+00:00
PM10,,"Gole Bazar, Katni - MPPCB",70.0,2020-01-07 09:15:00+00:00
CO,,"ICRISAT Patancheru, Hyderabad - TSPCB",370.0,2020-04-28 09:45:00+00:00
PM2.5,,"Khadakpada, Kalyan - MPCB",35.0,2022-10-31 01:45:00+00:00
O3,,"Corporation Ground, Thrissur - Kerala PCB",36.33,2022-10-16 15:30:00+00:00
CO,,"Deen Dayal Nagar, Sagar - MPPCB",960.0,2022-10-16 15:45:00+00:00
PM2.5,India,New Delhi,146.0,2025-01-31 08:30:00+00:00
CO,,"Punjabi Bagh, Delhi - DPCC",9.2,2018-02-21 21:15:00+00:00
O3,,Collectorate - Gaya - BSPCB,131.2,2018-02-22 03:00:00+00:00
NO2,,"Peenya, Bengaluru - KSPCB",25.02,2018-02-22 02:45:00+00:00
CO,,"IHBAS, Delhi - CPCB",2500.0,2018-02-22 02:45:00+00:00
CO,,City Railway Station - KSPCB,1510.0,2018-02-22 03:00:00+00:00
CO,,Chandrapur,1020.0,2018-02-22 04:00:00+00:00
CO,,VK Industrial Area Jaipur - RSPCB,1220.0,2017-06-12 05:30:00+00:00
SO2,,AAQMS Karve Road Pune,22.85,2018-02-22 03:00:00+00:00
CO,,"Manali, Chennai - CPCB",3030.0,2022-10-16 15:00:00+00:00
PM2.5,,"Birla Staff colony, Satna - MPPCB",11.0,2018-03-14 03:30:00+00:00
PM10,,"Punjabi Bagh, Delhi - DPCC",431.0,2018-05-13 11:30:00+00:00
CO,,"Tata Stadium, Jorapokhar - JSPCB",1400.0,2022-10-16 07:45:00+00:00
PM2.5,,"Golden Temple, Amritsar - PPCB",129.31,2022-10-31 02:00:00+00:00
NO2,,"Alandur Bus Depot, Chennai - CPCB",38.72,2022-10-31 01:45:00+00:00
PM2.5,,"MIDC Khutala, Chandrapur - MPCB",7.39,2022-10-11 12:45:00+00:00
PM10,,"Gole Bazar, Katni - MPPCB",133.0,2022-10-16 16:00:00+00:00
PM10,,"Anand Vihar, Hapur - UPPCB",219.0,2022-10-31 02:00:00+00:00
NO2,,"Bawana, Delhi - DPCC",22.8,2022-10-31 00:45:00+00:00
CO,,"Wazirpur, Delhi - DPCC",0.1,2022-10-30 23:00:00+00:00
SO2,,"Vyttila, Kochi - Kerala PCB",0.0,2022-10-16 16:00:00+00:00
SO2,,"Sri Aurobindo Marg, Delhi - DPCC",3.8,2022-10-31 00:45:00+00:00
PM2.5,,"Narela, Delhi - DPCC",295.0,2022-10-31 00:45:00+00:00
CO,,"Mundka, Delhi - DPCC",600.0,2022-10-31 00:45:00+00:00
SO2,,"Hebbal 1st Stage, Mysuru - KSPCB",0.01,2022-10-31 02:00:00+00:00
O3,,"Victoria, Kolkata - WBPCB",20.17,2022-10-31 01:45:00+00:00
O3,,"Mini Secretariat, Charkhi Dadri - HSPCB",18.84,2022-10-16 16:00:00+00:00
O3,,"Bidhannagar, Kolkata - WBPCB",28.08,2022-10-16 15:45:00+00:00
O3,,"Sector 11, Faridabad - HSPCB",14.69,2022-10-16 15:45:00+00:00
NO2,,"Phool Bagh, Gwalior - Mondelez Ind. Food",3.35,2022-09-14 22:00:00+00:00
NO2,,"Kodungaiyur, Chennai - TNPCB",5.5,2022-10-16 16:00:00+00:00
PM10,,"Lodhi Road, Delhi - IITM",78.9,2022-08-02 09:30:00+00:00
NO2,,"Sector-19A Nerul, Navi Mumbai - IITM",32.03,2022-10-16 16:00:00+00:00
NO2,,"Diwator Nagar, Koppal - KSPCB",4.75,2022-10-16 14:45:00+00:00
PM10,,"Naubad, Bidar - KSPCB",5.0,2022-10-13 04:15:00+00:00
PM10,,"Panchal Nagar, Gadag - KSPCB",25.0,2022-10-15 09:30:00+00:00
PM2.5,,"MIT-Kothrud, Pune - IITM",17.5,2022-07-11 05:15:00+00:00
SO2,,"B.Katihalli, Hassan - KSPCB",14.57,2022-10-16 15:45:00+00:00
NO2,,"B.Katihalli, Hassan - KSPCB",39.63,2022-10-16 15:45:00+00:00
CO,,"Shastripuram, Agra - UPPCB",970.0,2022-10-16 16:00:00+00:00
O3,,"Bhelupur, Varanasi - UPPCB",0.0,2022-10-16 16:00:00+00:00
O3,,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",0.39,2022-10-31 02:00:00+00:00
CO,,"Maldahiya, Varanasi - UPPCB",1140.0,2022-10-31 02:00:00+00:00
SO2,,"Kamalnath Nagar, Bettiah - BSPCB",2.8,2022-10-16 15:45:00+00:00
NO2,,"Kamalnath Nagar, Bettiah - BSPCB",17.3,2022-10-16 15:45:00+00:00
SO2,,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",70.4,2022-10-16 15:45:00+00:00
O3,,"Dada Peer, Sasaram - BSPCB",25.6,2022-10-31 01:45:00+00:00
PM2.5,,"SDM Office_Khagra, Kishanganj - BSPCB",73.0,2022-10-31 01:45:00+00:00
O3,,"Buddhi Vihar, Moradabad - UPPCB",19.95,2022-10-16 16:00:00+00:00
SO2,,"Sardar Patel Inter College, Baghpat - UPPCB",19.4,2022-10-31 02:00:00+00:00
O3,,"DRCC Anandpur, Begusarai - BSPCB",24.0,2022-10-31 01:45:00+00:00
NO2,,"Vibhab Nagar, Firozabad - UPPCB",59.55,2022-10-31 02:00:00+00:00
PM10,,"ECIL Kapra, Hyderabad - TSPCB",40.95,2022-10-16 14:15:00+00:00
CO,,"Kumaran College, Tirupur - TNPCB",1010.0,2022-10-16 15:45:00+00:00
O3,,"Vasanthapuram, Vellore - TNPCB",1.58,2022-10-31 01:45:00+00:00
PM2.5,,"Mendonsa Colony, Dindigul - TNPCB",9.0,2022-10-16 16:00:00+00:00
CO,,"Mendonsa Colony, Dindigul - TNPCB",400.0,2022-10-16 16:00:00+00:00
O3,,"Sona College of Technology, Salem - TNPCB",1.0,2022-10-03 12:30:00+00:00
PM2.5,,"PSG College of Arts and Science, Coimbatore - TNPCB",14.0,2022-10-05 13:00:00+00:00
SO2,,"Ramteerth Nagar, Belgaum - KSPCB",27.89,2022-10-31 01:45:00+00:00
NO2,,"Major Dhyan Chand National Stadium, Delhi - DPCC",46.4,2022-10-31 00:45:00+00:00
CO,,"Urban Estate-II, Hisar - HSPCB",1100.0,2022-10-31 01:45:00+00:00
PM10,,"Arya Nagar, Bahadurgarh - HSPCB",343.6,2022-10-31 01:30:00+00:00
SO2,,"Hardev Nagar, Bathinda - PPCB",34.48,2022-10-31 01:45:00+00:00
PM10,,"Hardev Nagar, Bathinda - PPCB",108.74,2022-10-31 01:45:00+00:00
NO2,,"Phase-4 GIDC, Vatva - GPCB",32.58,2022-10-31 02:00:00+00:00
PM2.5,,"Phase-4 GIDC, Vatva - GPCB",52.61,2022-10-31 02:00:00+00:00
NO2,,"Jadavpur, Kolkata - WBPCB",12.8,2022-10-31 02:00:00+00:00
SO2,,"Chikkaballapur Rural, Chikkaballapur - KSPCB",7.9,2022-10-31 02:00:00+00:00
PM10,,"Chikkaballapur Rural, Chikkaballapur - KSPCB",155.0,2022-10-31 02:00:00+00:00
SO2,,"Jawaharlal Nehru Stadium, Delhi - DPCC",12.4,2022-10-31 00:45:00+00:00
CO,,"Udyogamandal, Eloor - Kerala PCB",580.0,2022-10-31 01:45:00+00:00
NO2,,"Sion, Mumbai - MPCB",84.9,2022-10-31 01:45:00+00:00
O3,,"Yamunapuram, Bulandshahr - UPPCB",1.7,2022-10-31 01:00:00+00:00
SO2,,"Vile Parle West, Mumbai - MPCB",0.0,2022-10-31 01:45:00+00:00
CO,,"SFTI Kusdihra, Gaya - BSPCB",840.0,2022-10-16 15:30:00+00:00
NO2,,"SFTI Kusdihra, Gaya - BSPCB",13.83,2022-10-16 15:30:00+00:00
SO2,,"DRM Office Danapur, Patna - BSPCB",5.17,2022-10-16 16:00:00+00:00
NO2,,"ICRISAT Patancheru, Hyderabad - TSPCB",5.7,2020-04-28 09:45:00+00:00
O3,,"Ibrahimpur, Vijayapura - KSPCB",11.17,2022-10-16 16:00:00+00:00
NO2,,"Delhi Technological University, Delhi - CPCB",40.3,2018-02-22 04:00:00+00:00
CO,,"R K Puram, Delhi - DPCC",4300.0,2018-02-21 20:45:00+00:00
CO,,"Anand Vihar, Delhi - DPCC",1300.0,2016-03-21 14:45:00+00:00
O3,,Alandur Bus Depot,6.82,2018-02-22 03:45:00+00:00
PM2.5,,"Peenya, Bengaluru - KSPCB",43.79,2018-02-22 02:45:00+00:00
PM2.5,,"BTM Layout, Bengaluru - KSPCB",45.62,2018-02-22 03:00:00+00:00
O3,,"Haldia, Haldia - WBPCB",14.96,2022-10-31 02:00:00+00:00
SO2,,Victoria Memorial - WBSPCB,5.09,2017-10-18 03:15:00+00:00
PM2.5,,"Shadipur, Delhi - CPCB",219.4,2018-02-22 02:45:00+00:00
PM10,,"Manali, Chennai - CPCB",12.07,2022-10-16 15:00:00+00:00
SO2,,Ardhali Bazar,20.7,2018-02-22 03:00:00+00:00
CO,,IGSC Planetarium Complex - Patna - BSPCB,1120.0,2018-02-22 03:45:00+00:00
NO2,,"Anand Vihar, Delhi - DPCC",29.7,2022-10-31 00:30:00+00:00
PM10,,"Burari Crossing, Delhi - IMD",0.0,2022-08-03 11:00:00+00:00
CO,,"Civil Line, Jalandhar - PPCB",720.0,2022-10-31 02:00:00+00:00
O3,,"Gangapur Road, Nashik - MPCB",0.29,2022-10-31 02:00:00+00:00
O3,,"Sector-2 Industrial Area, Pithampur - MPPCB",23.5,2022-10-31 02:00:00+00:00
SO2,,"Sector-2 Industrial Area, Pithampur - MPPCB",14.1,2022-10-31 02:00:00+00:00
O3,,"Peenya, Bengaluru - CPCB",22.69,2022-10-31 01:45:00+00:00
CO,,"ITO, Delhi - CPCB",1450.0,2020-01-20 07:15:00+00:00
O3,,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",1.4,2022-10-31 01:45:00+00:00
PM10,,"Suryakiran Bhawan NCL, Singrauli - MPPCB",180.0,2022-10-16 16:00:00+00:00
NO2,,"NSIT Dwarka, Delhi - CPCB",32.47,2022-10-31 02:00:00+00:00
NO2,,"RIMT University, Mandi Gobindgarh - PPCB",20.15,2022-10-31 02:00:00+00:00
O3,,"Sector-D Industrial Area, Mandideep - MPPCB",14.1,2022-10-31 02:00:00+00:00
PM10,,"Adarsh Nagar, Jaipur - RSPCB",164.8,2022-10-31 02:00:00+00:00
PM10,,"Indira Colony Vistar, Pali - RSPCB",53.9,2022-10-31 01:45:00+00:00
SO2,,"Mandir Marg, New Delhi - DPCC",18.0,2018-05-10 07:30:00+00:00
PM2.5,,"IGSC Planetarium Complex, Patna - BSPCB",184.0,2022-10-31 02:00:00+00:00
PM2.5,,"Jawaharlal Nehru Stadium, Delhi - DPCC",152.0,2018-05-12 06:30:00+00:00
O3,,"Jahangirpuri, Delhi - DPCC",64.2,2018-05-12 04:30:00+00:00
PM10,,"Punjabi Bagh, Delhi - DPCC",219.0,2022-10-16 14:15:00+00:00
O3,,"IHBAS, Dilshad Garden, Delhi - CPCB",1.5,2022-10-31 01:45:00+00:00
PM10,,"Ratanpura, Rupnagar - Ambuja Cements",61.86,2022-10-31 01:45:00+00:00
PM10,,"Indirapuram, Ghaziabad - UPPCB",286.0,2022-10-31 02:00:00+00:00
PM2.5,,"Gole Bazar, Katni - MPPCB",63.0,2022-10-16 16:00:00+00:00
CO,,"Civil Lines,  Ajmer - RSPCB",670.0,2022-10-31 01:45:00+00:00
SO2,,"Industrial Area, Hajipur - BSPCB",0.0,2022-10-16 16:00:00+00:00
PM10,,"Manali Village, Chennai - TNPCB",26.87,2022-10-31 02:00:00+00:00
NO2,,"Buddha Colony, Muzaffarpur - BSPCB",48.84,2022-10-16 15:30:00+00:00
O3,,"Sector-51, Gurugram - HSPCB",36.33,2022-10-16 16:00:00+00:00
O3,,"Rohini, Delhi - DPCC",3.0,2022-10-31 00:45:00+00:00
PM2.5,,"Lumpyngngad, Shillong - Meghalaya PCB",23.0,2022-10-16 16:00:00+00:00
SO2,,"Chhoti Gwaltoli, Indore - MPPCB",13.6,2022-10-16 16:00:00+00:00
CO,,"Palayam, Kozhikode - Kerala PCB",970.0,2022-10-16 04:45:00+00:00
O3,,"Palayam, Kozhikode - Kerala PCB",7.98,2022-10-16 04:45:00+00:00
CO,,"Phool Bagh, Gwalior - Mondelez Ind. Food",670.0,2022-09-14 22:00:00+00:00
CO,,"Stuart Hill, Madikeri - KSPCB",200.0,2022-10-16 16:00:00+00:00
O3,,"Kunjaban, Agartala - Tripura SPCB",0.57,2022-10-16 16:00:00+00:00
CO,,"Sector-19A Nerul, Navi Mumbai - IITM",2670.0,2022-10-16 16:00:00+00:00
NO2,,"Revenue Colony-Shivajinagar, Pune - IITM",14.64,2022-07-07 07:15:00+00:00
PM2.5,,"Kandivali East, Mumbai - MPCB",47.5,2022-10-16 15:45:00+00:00
PM2.5,,"Kadri, Mangalore - KSPCB",20.07,2022-10-31 01:45:00+00:00
CO,,"Devaraj Urs Badavane, Davanagere - KSPCB",350.0,2022-10-16 13:00:00+00:00
O3,,"Rajbagh, Srinagar - JKSPCB",8.0,2022-10-16 16:00:00+00:00
CO,,"Sector-3B Avas Vikas Colony, Agra - UPPCB",2690.0,2022-10-16 16:00:00+00:00
NO2,,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",1.68,2022-10-31 02:00:00+00:00
CO,,"Shahjahan Garden, Agra - UPPCB",1080.0,2022-10-31 02:00:00+00:00
PM2.5,,"Dada Peer, Sasaram - BSPCB",79.0,2022-10-31 01:45:00+00:00
CO,,"Central Jail, Buxar - BSPCB",4570.0,2022-10-31 01:45:00+00:00
O3,,"Chitragupta Nagar, Siwan - BSPCB",25.4,2022-10-31 01:45:00+00:00
PM2.5,,"Chitragupta Nagar, Siwan - BSPCB",361.0,2022-10-31 01:45:00+00:00
NO2,,"New DM Office, Arrah - BSPCB",117.2,2022-10-31 01:45:00+00:00
O3,,"Eco Herbal Park, Moradabad - UPPCB",4.6,2022-10-31 02:00:00+00:00
PM2.5,,"Eco Herbal Park, Moradabad - UPPCB",48.0,2022-10-31 02:00:00+00:00
PM10,,"Raikhad, Ahmedabad - IITM",89.2,2022-07-07 08:45:00+00:00
O3,,"ECIL Kapra, Hyderabad - TSPCB",5.08,2022-10-16 14:15:00+00:00
NO2,,"Kompally Municipal Office, Hyderabad - TSPCB",5.29,2022-10-31 02:00:00+00:00
PM10,,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",29.25,2022-10-31 02:00:00+00:00
PM2.5,,"Gulzarpet, Anantapur - APPCB",86.11,2022-10-31 01:45:00+00:00
UM003,,Dhopagachi,33930.103841145836,2025-01-13 23:00:00+00:00
PM2.5,,"Aya Nagar, Delhi - IMD",31.91,2022-10-16 13:45:00+00:00
PM10,,"Ashok Nagar, Udaipur - RSPCB",81.88,2022-10-31 01:45:00+00:00
CO,,"Sector-2 Industrial Area, Pithampur - MPPCB",1050.0,2022-10-31 02:00:00+00:00
SO2,,"Chandrapur, Chandrapur - MPCB",7.1,2022-10-31 02:00:00+00:00
O3,,"ITO, Delhi - CPCB",28.7,2020-01-20 07:15:00+00:00
PM10,,"Maninagar, Ahmedabad - GPCB",0.0,2022-10-31 01:45:00+00:00
NO2,,"Police Commissionerate, Jaipur - RSPCB",124.57,2022-10-31 01:45:00+00:00
CO,,"More Chowk Waluj, Aurangabad - MPCB",1000.0,2022-10-31 01:45:00+00:00
O3,,"Ward-32 Bapupara, Siliguri - WBPCB",24.91,2022-10-31 01:45:00+00:00
NO2,,"IGSC Planetarium Complex, Patna - BSPCB",72.0,2022-10-31 02:00:00+00:00
PM2.5,,"Central School, Lucknow - CPCB",111.9,2022-10-31 01:45:00+00:00
NO2,,"Nehru Nagar, Kanpur - UPPCB",100.7,2022-02-06 10:45:00+00:00
SO2,,"Vasundhara, Ghaziabad - UPPCB",50.4,2022-10-31 02:00:00+00:00
PM2.5,,"Rohini, Delhi - DPCC",110.0,2018-05-12 06:30:00+00:00
NO2,,"Sonia Vihar, Delhi - DPCC",6.2,2018-05-11 11:45:00+00:00
NO2,,"Jahangirpuri, Delhi - DPCC",111.2,2018-05-12 04:30:00+00:00
PM2.5,,"Punjabi Bagh, Delhi - DPCC",68.0,2022-10-16 14:15:00+00:00
O3,,"Indirapuram, Ghaziabad - UPPCB",5.45,2022-10-31 02:00:00+00:00
NO2,,"Patparganj, Delhi - DPCC",89.7,2022-10-31 00:45:00+00:00
CO,,"Huda Sector, Fatehabad - HSPCB",490.0,2022-10-16 15:45:00+00:00
PM10,,"Huda Sector, Fatehabad - HSPCB",198.3,2022-10-16 15:45:00+00:00
PM10,,"Nathu Colony, Ballabgarh - HSPCB",300.2,2022-10-31 01:45:00+00:00
PM10,,"Jai Bhim Nagar, Meerut - UPPCB",236.0,2022-10-31 02:00:00+00:00
PM2.5,,"Vile Parle West, Mumbai - MPCB",56.6,2022-10-31 01:45:00+00:00
SO2,,"Shyam Nagar, Palwal - HSPCB",8.09,2020-01-01 09:15:00+00:00
SO2,,"Gole Bazar, Katni - MPPCB",11.5,2020-01-07 09:15:00+00:00
PM10,,"Pallavpuram Phase 2, Meerut - UPPCB",267.0,2022-10-16 16:00:00+00:00
PM10,,"Okhla Phase-2, Delhi - DPCC",403.0,2022-10-31 00:45:00+00:00
PM10,,"Mandir Marg, Delhi - DPCC",208.0,2018-02-21 21:15:00+00:00
PM10,,Chandrapur,179.0,2018-02-22 04:00:00+00:00
CO,,IIT,850.0,2018-02-22 03:45:00+00:00
CO,,Ardhali Bazar,1620.0,2018-02-22 03:00:00+00:00
SO2,,"Sanathnagar, Hyderabad - TSPCB",8.4,2018-02-22 03:00:00+00:00
PM10,,"Civil Line, Jalandhar - PPCB",102.82,2022-10-31 02:00:00+00:00
PM2.5,,"MD University, Rohtak - HSPCB",120.32,2020-01-01 11:00:00+00:00
SO2,,"Wazirpur, Delhi - DPCC",7.5,2022-10-31 00:45:00+00:00
O3,,"Vyttila, Kochi - Kerala PCB",1.6,2022-10-16 16:00:00+00:00
PM2.5,,"Najafgarh, Delhi - DPCC",204.0,2022-10-31 00:45:00+00:00
NO2,,"Hebbal 1st Stage, Mysuru - KSPCB",15.93,2022-10-31 02:00:00+00:00
NO2,,"Industrial Area, Hajipur - BSPCB",71.45,2022-10-16 16:00:00+00:00
SO2,,"Buddha Colony, Muzaffarpur - BSPCB",4.52,2022-10-16 15:30:00+00:00
CO,,"Sector-51, Gurugram - HSPCB",2270.0,2022-10-16 16:00:00+00:00
NO2,,"Rabindra Sarobar, Kolkata - WBPCB",42.0,2022-10-31 01:45:00+00:00
NO2,,"Rishi Nagar, Kaithal - HSPCB",11.17,2022-10-31 02:00:00+00:00
SO2,,"Murthal, Sonipat - HSPCB",15.8,2022-10-16 16:00:00+00:00
CO,,"Vijay Nagar, Ramanagara - KSPCB",980.0,2022-10-31 02:00:00+00:00
SO2,,"Marhatal, Jabalpur - MPPCB",0.2,2022-10-16 16:00:00+00:00
O3,,"Royapuram, Chennai - TNPCB",11.56,2022-10-16 16:00:00+00:00
NO2,,"Kunjaban, Agartala - Tripura SPCB",16.95,2022-10-16 16:00:00+00:00
CO,,"Bandra Kurla Complex, Mumbai - IITM",4230.0,2022-10-16 15:45:00+00:00
O3,,"Lodhi Road, Delhi - IITM",10.0,2022-08-02 09:30:00+00:00
NO2,,"Malad West, Mumbai - IITM",1.96,2022-10-16 15:45:00+00:00
PM2.5,,"Khindipada-Bhandup West, Mumbai - IITM",5.21,2022-09-22 05:30:00+00:00
O3,,"Alandi, Pune - IITM",14.0,2022-07-21 04:45:00+00:00
SO2,,"Pan Bazaar, Guwahati - PCBA",26.36,2022-10-16 16:00:00+00:00
CO,,"Kadri, Mangalore - KSPCB",590.0,2022-10-31 01:45:00+00:00
PM10,,"Jawahar Nagar, Puducherry - PPCC",15.0,2022-10-16 16:00:00+00:00
PM10,,"Jhunsi, Prayagraj - UPPCB",145.5,2022-10-16 16:00:00+00:00
PM2.5,,"Motilal Nehru NIT, Prayagraj - UPPCB",107.6,2022-10-31 02:00:00+00:00
SO2,,"Rakhial, Ahmedabad - IITM",6.07,2022-07-13 06:30:00+00:00
PM2.5,,"Gyaspur, Ahmedabad - IITM",27.1,2022-07-07 08:45:00+00:00
SO2,,"GIFT City, Gandhinagar - IITM",4.72,2022-07-07 09:00:00+00:00
SO2,,"Bhelupur, Varanasi - UPPCB",22.78,2022-10-16 16:00:00+00:00
PM2.5,,"Maldahiya, Varanasi - UPPCB",98.12,2022-10-31 02:00:00+00:00
CO,,"Omex Eternity, Vrindavan - UPPCB",1940.0,2022-10-31 02:00:00+00:00
NO2,,"Shahjahan Garden, Agra - UPPCB",62.47,2022-10-31 02:00:00+00:00
O3,,"Employment Office, Moradabad - UPPCB",2.24,2022-10-31 02:00:00+00:00
NO2,,"Dada Peer, Sasaram - BSPCB",64.3,2022-10-31 01:45:00+00:00
PM2.5,,"Civic Center, Bhilai - Bhilai Steel Plant",0.0,2022-10-12 18:15:00+00:00
PM2.5,,"Central Jail, Buxar - BSPCB",39.0,2022-10-31 01:45:00+00:00
CO,,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",1190.0,2022-10-31 01:45:00+00:00
CO,,"Kareemganj, Gaya - BSPCB",2970.0,2022-10-31 01:45:00+00:00
PM10,,"Chitragupta Nagar, Siwan - BSPCB",470.0,2022-10-31 01:45:00+00:00
NO2,,"Kharahiya Basti, Araria - BSPCB",16.8,2022-10-31 01:45:00+00:00
PM2.5,,"Rohta, Agra - UPPCB",100.62,2022-10-31 02:00:00+00:00
NO2,,"Sector-53, Chandigarh - CPCC",15.1,2022-10-31 01:45:00+00:00
CO,,"Raikhad, Ahmedabad - IITM",0.0,2022-07-07 08:45:00+00:00
CO,,"Ashwini Nagar, Haveri - KSPCB",650.0,2022-10-16 16:00:00+00:00
NO2,,"Ashwini Nagar, Haveri - KSPCB",7.33,2022-10-16 16:00:00+00:00
CO,,"Manipur University, Imphal - Manipur PCB",140.0,2022-10-15 09:45:00+00:00
CO,,"Doon University, Dehradun - UKPCB",0.0,2022-10-16 15:45:00+00:00
PM2.5,,"ECIL Kapra, Hyderabad - TSPCB",21.93,2022-10-16 14:15:00+00:00
PM2.5,,"Kompally Municipal Office, Hyderabad - TSPCB",23.49,2022-10-31 02:00:00+00:00
PM10,,"Somajiguda, Hyderabad - TSPCB",26.55,2022-10-16 16:00:00+00:00
CO,,"Transport Nagar, Moradabad - UPPCB",1350.0,2022-10-31 02:00:00+00:00
SO2,,"PSG College of Arts and Science, Coimbatore - TNPCB",26.11,2022-10-13 16:45:00+00:00
CO,,"Paryavaran Parisar, Bhopal - MPPCB",560.0,2022-10-31 01:45:00+00:00
PM10,,Dhopagachi,277.72250111897785,2025-01-13 23:00:00+00:00
NO2,,"City Railway Station, Bengaluru - KSPCB",23.37,2022-10-31 01:45:00+00:00
CO,,"Gangapur Road, Nashik - MPCB",790.0,2022-10-31 02:00:00+00:00
SO2,,"Gangapur Road, Nashik - MPCB",5.1,2022-10-31 02:00:00+00:00
PM2.5,,"Secretariat, Amaravati - APPCB",57.0,2022-10-31 02:00:00+00:00
CO,,"Asansol Court Area, Asansol - WBPCB",860.0,2022-10-31 01:45:00+00:00
NO2,,"Asansol Court Area, Asansol - WBPCB",37.33,2022-10-31 00:45:00+00:00
PM2.5,,"RIMT University, Mandi Gobindgarh - PPCB",59.77,2022-10-31 02:00:00+00:00
PM10,,"R K Puram, New Delhi - DPCC",296.0,2018-05-12 04:45:00+00:00
SO2,,"More Chowk Waluj, Aurangabad - MPCB",13.07,2022-10-31 01:45:00+00:00
NO2,,"More Chowk Waluj, Aurangabad - MPCB",22.36,2022-10-31 01:45:00+00:00
CO,,"Lalbagh, Lucknow - CPCB",100.0,2022-10-31 01:45:00+00:00
NO2,,"Lalbagh, Lucknow - CPCB",56.71,2022-10-31 01:45:00+00:00
PM10,,"Karve Road, Pune - MPCB",1700.0,2022-10-10 11:15:00+00:00
SO2,,"PWD Grounds, Vijayawada - APPCB",8.91,2020-11-19 08:15:00+00:00
NO2,,"NISE Gwal Pahari, Gurugram - IMD",13.54,2018-11-16 04:00:00+00:00
CO,,"Indirapuram, Ghaziabad - UPPCB",1190.0,2022-10-31 02:00:00+00:00
O3,,"Vasai West, Mumbai - MPCB",35.57,2022-10-31 02:00:00+00:00
O3,,"Vivek Vihar, Delhi - DPCC",9.0,2022-10-31 00:45:00+00:00
CO,,"Railway Colony, Guwahati - APCB",660.0,2019-12-24 07:30:00+00:00
NO2,,"Belur Math, Howrah - WBPCB",0.0,2022-10-31 01:45:00+00:00
CO,,"F-Block, Sirsa - HSPCB",1040.0,2022-10-31 02:00:00+00:00
PM10,,"F-Block, Sirsa - HSPCB",211.1,2022-10-31 02:00:00+00:00
NO2,,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",20.49,2020-01-02 23:30:00+00:00
PM2.5,,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",36.67,2020-01-02 23:30:00+00:00
O3,,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",1.38,2020-01-02 23:30:00+00:00
PM2.5,,"Powai, Mumbai - MPCB",28.0,2022-10-16 13:15:00+00:00
PM2.5,,"Sion, Mumbai - MPCB",56.7,2022-10-31 01:45:00+00:00
CO,,"Bapuji Nagar, Bengaluru - KSPCB",1.47,2022-10-31 02:00:00+00:00
NO2,,"Silk Board, Bengaluru - KSPCB",22.6,2022-10-31 02:00:00+00:00
SO2,,"Loni, Ghaziabad - UPPCB",4.1,2022-10-31 02:00:00+00:00
PM10,,"Hebbal 1st Stage, Mysuru - KSPCB",42.91,2020-01-03 11:15:00+00:00
PM2.5,,"Corporation Ground, Thrissur - Kerala PCB",9.84,2022-10-16 15:30:00+00:00
SO2,,"Ibrahimpur, Vijayapura - KSPCB",5.18,2022-10-16 16:00:00+00:00
